plan_id,sku_id,planned_date,planned_quantity,actual_produced_quantity,machine_id
PLAN-00000398,SKU-WHO-003,2023-02-19,36167,33179,M3
PLAN-00000399,SKU-WHO-003,2023-02-26,36790,38442,M3
PLAN-00000400,SKU-WHO-003,2023-03-05,37339,32092,M2
PLAN-00000401,SKU-WHO-003,2023-03-12,37785,36359,M2
PLAN-00000402,SKU-WHO-003,2023-03-19,41949,41231,M3
PLAN-00000403,SKU-WHO-003,2023-03-26,55262,54446,M6
PLAN-00000404,SKU-WHO-003,2023-04-02,47531,51800,M6
PLAN-00000405,SKU-WHO-003,2023-04-09,46735,48453,M2
PLAN-00000406,SKU-WHO-003,2023-04-16,45756,48939,M6
PLAN-00000407,SKU-WHO-003,2023-04-23,34944,35211,M2
PLAN-00000408,SKU-WHO-003,2023-04-30,39035,38035,M3
PLAN-00000409,SKU-WHO-003,2023-05-07,38235,39268,M6
PLAN-00000410,SKU-WHO-003,2023-05-14,35145,32449,M4
PLAN-00000411,SKU-WHO-003,2023-05-21,37955,35849,M5
PLAN-00000412,SKU-WHO-003,2023-05-28,34593,36555,M3
PLAN-00000413,SKU-WHO-003,2023-06-04,35811,33353,M2
PLAN-00000414,SKU-WHO-003,2023-06-11,39127,43084,M4
PLAN-00000415,SKU-WHO-003,2023-06-18,37633,39410,M1
PLAN-00000416,SKU-WHO-003,2023-06-25,39518,43013,M1
PLAN-00000417,SKU-WHO-003,2023-07-02,42678,41488,M6
PLAN-00000418,SKU-WHO-003,2023-07-09,38185,40131,M1
PLAN-00000419,SKU-WHO-003,2023-07-16,36067,39072,M5
PLAN-00000420,SKU-WHO-003,2023-07-23,39196,40204,M6
PLAN-00000421,SKU-WHO-003,2023-07-30,32907,31315,M1
PLAN-00000422,SKU-WHO-003,2023-08-06,35497,37989,M2
PLAN-00000423,SKU-WHO-003,2023-08-13,38363,38977,M2
PLAN-00000424,SKU-WHO-003,2023-08-20,44060,44826,M6
PLAN-00000425,SKU-WHO-003,2023-08-27,40251,34660,M4
PLAN-00000426,SKU-WHO-003,2023-09-03,42584,39120,M1
PLAN-00000427,SKU-WHO-003,2023-09-10,37388,41384,M2
PLAN-00000428,SKU-WHO-003,2023-09-17,36697,35504,M4
PLAN-00000429,SKU-WHO-003,2023-09-24,38011,35519,M2
PLAN-00000430,SKU-WHO-003,2023-10-01,37231,35755,M4
PLAN-00000431,SKU-WHO-003,2023-10-08,33895,35246,M6
PLAN-00000432,SKU-WHO-003,2023-10-15,36284,34989,M3
PLAN-00000433,SKU-WHO-003,2023-10-22,34331,40961,M1
PLAN-00000434,SKU-WHO-003,2023-10-29,37777,37230,M4
PLAN-00000435,SKU-WHO-003,2023-11-05,38094,35185,M1
PLAN-00000436,SKU-WHO-003,2023-11-12,40000,39140,M3
PLAN-00000437,SKU-WHO-003,2023-11-19,35625,40251,M1
PLAN-00000438,SKU-WHO-003,2023-11-26,37093,36140,M2
PLAN-00000439,SKU-WHO-003,2023-12-03,37164,36235,M2
PLAN-00000440,SKU-WHO-003,2023-12-10,39096,39298,M6
PLAN-00000441,SKU-WHO-003,2023-12-17,36420,40031,M3
PLAN-00000442,SKU-WHO-003,2023-12-24,36331,35104,M1
PLAN-00000443,SKU-WHO-003,2023-12-31,38038,37103,M1
PLAN-00000444,SKU-WHO-003,2024-01-07,40345,39019,M4
PLAN-00000445,SKU-WHO-003,2024-01-14,36496,36876,M2
PLAN-00000446,SKU-WHO-003,2024-01-21,40952,40525,M6
PLAN-00000447,SKU-WHO-003,2024-01-28,33504,33855,M6
PLAN-00000448,SKU-WHO-003,2024-02-04,37708,41464,M4
PLAN-00000449,SKU-WHO-003,2024-02-11,33468,34163,M5
PLAN-00000450,SKU-WHO-003,2024-02-18,36883,32323,M3
PLAN-00000451,SKU-WHO-003,2024-02-25,38614,38047,M3
PLAN-00000452,SKU-WHO-003,2024-03-03,35836,33927,M6
PLAN-00000453,SKU-WHO-003,2024-03-10,47396,45192,M4
PLAN-00000454,SKU-WHO-003,2024-03-17,46412,52061,M6
PLAN-00000455,SKU-WHO-003,2024-03-24,49615,51583,M2
PLAN-00000456,SKU-WHO-003,2024-03-31,51272,51999,M4
PLAN-00000457,SKU-WHO-003,2024-04-07,45425,39857,M2
PLAN-00000458,SKU-WHO-003,2024-04-14,36985,33789,M3
PLAN-00000459,SKU-WHO-003,2024-04-21,37913,39052,M2
PLAN-00000460,SKU-WHO-003,2024-04-28,39860,44054,M1
PLAN-00000461,SKU-WHO-003,2024-05-05,38575,40108,M2
PLAN-00000462,SKU-WHO-003,2024-05-12,33304,33449,M3
PLAN-00000463,SKU-WHO-003,2024-05-19,35189,30347,M6
PLAN-00000464,SKU-WHO-003,2024-05-26,39274,39494,M6
PLAN-00000465,SKU-WHO-003,2024-06-02,37125,32311,M2
PLAN-00000466,SKU-WHO-003,2024-06-09,34987,36857,M4
PLAN-00000467,SKU-WHO-003,2024-06-16,44401,46706,M1
PLAN-00000468,SKU-WHO-003,2024-06-23,35583,32845,M2
PLAN-00000469,SKU-WHO-003,2024-06-30,43285,41675,M4
PLAN-00000470,SKU-WHO-003,2024-07-07,39927,37665,M2
PLAN-00000471,SKU-WHO-003,2024-07-14,39516,40877,M2
PLAN-00000472,SKU-WHO-003,2024-07-21,39182,41421,M2
PLAN-00000473,SKU-WHO-003,2024-07-28,36873,35193,M4
PLAN-00000474,SKU-WHO-003,2024-08-04,41246,39230,M5
PLAN-00000475,SKU-WHO-003,2024-08-11,38524,39298,M5
PLAN-00000476,SKU-WHO-003,2024-08-18,45526,47919,M2
PLAN-00000477,SKU-WHO-003,2024-08-25,44468,48891,M4
PLAN-00000478,SKU-WHO-003,2024-09-01,38478,37607,M2
PLAN-00000479,SKU-WHO-003,2024-09-08,46236,48661,M6
PLAN-00000480,SKU-WHO-003,2024-09-15,39897,37526,M5
PLAN-00000481,SKU-WHO-003,2024-09-22,37586,42828,M4
PLAN-00000482,SKU-WHO-003,2024-09-29,40493,36728,M1
PLAN-00000483,SKU-WHO-003,2024-10-06,36817,40356,M2
PLAN-00000484,SKU-WHO-003,2024-10-13,41741,45629,M2
PLAN-00000485,SKU-WHO-003,2024-10-20,37055,34368,M5
PLAN-00000486,SKU-WHO-003,2024-10-27,38341,41751,M3
PLAN-00000487,SKU-WHO-003,2024-11-03,40784,38264,M6
PLAN-00000488,SKU-WHO-003,2024-11-10,35193,34554,M1
PLAN-00000489,SKU-WHO-003,2024-11-17,36777,36550,M1
PLAN-00000490,SKU-WHO-003,2024-11-24,38517,34695,M5
PLAN-00000491,SKU-WHO-003,2024-12-01,37971,40692,M6
PLAN-00000492,SKU-WHO-003,2024-12-08,45570,44935,M4
PLAN-00000493,SKU-WHO-003,2024-12-15,36519,38248,M3
PLAN-00000494,SKU-WHO-003,2024-12-22,40974,47901,M1
PLAN-00000495,SKU-WHO-003,2024-12-29,41773,46396,M1
PLAN-00000496,SKU-WHO-003,2025-01-05,41004,41128,M1
PLAN-00000497,SKU-WHO-003,2025-01-12,39690,42413,M2
PLAN-00000498,SKU-WHO-003,2025-01-19,42756,40710,M5
PLAN-00000499,SKU-WHO-003,2025-01-26,34002,35333,M2
PLAN-00000500,SKU-WHO-003,2025-02-02,43289,41085,M5
PLAN-00000501,SKU-WHO-003,2025-02-09,40933,44160,M6
PLAN-00000502,SKU-WHO-003,2025-02-16,38875,34226,M6
PLAN-00000503,SKU-WHO-003,2025-02-23,35106,32455,M3
PLAN-00000504,SKU-WHO-003,2025-03-02,46888,47712,M1
PLAN-00000505,SKU-WHO-003,2025-03-09,54091,53490,M5
PLAN-00000506,SKU-WHO-003,2025-03-16,46119,48996,M5
PLAN-00000507,SKU-WHO-003,2025-03-23,47795,37816,M4
PLAN-00000508,SKU-WHO-003,2025-03-30,45677,44295,M3
PLAN-00000509,SKU-WHO-003,2025-04-06,37332,40859,M4
PLAN-00000510,SKU-WHO-003,2025-04-13,38379,37360,M4
PLAN-00000511,SKU-WHO-003,2025-04-20,35153,34954,M5
PLAN-00000512,SKU-WHO-003,2025-04-27,38666,30923,M5
PLAN-00000513,SKU-WHO-003,2025-05-04,38973,35268,M3
PLAN-00000514,SKU-WHO-003,2025-05-11,41764,45413,M6
PLAN-00000515,SKU-WHO-003,2025-05-18,42526,40546,M4
PLAN-00000516,SKU-WHO-003,2025-05-25,43959,43918,M3
PLAN-00000517,SKU-WHO-003,2025-06-01,39231,40710,M6
PLAN-00000518,SKU-WHO-003,2025-06-08,41519,47796,M3
PLAN-00000519,SKU-WHO-003,2025-06-15,36148,36307,M5
PLAN-00000520,SKU-WHO-003,2025-06-22,37346,39426,M6
PLAN-00000521,SKU-SEM-004,2023-01-01,29684,30050,M2
PLAN-00000522,SKU-SEM-004,2023-01-08,29194,29422,M1
PLAN-00000523,SKU-SEM-004,2023-01-15,33694,31129,M6
PLAN-00000524,SKU-SEM-004,2023-01-22,32075,32628,M6
PLAN-00000525,SKU-SEM-004,2023-01-29,29987,30916,M5
PLAN-00000526,SKU-SEM-004,2023-02-05,30601,29127,M6
PLAN-00000527,SKU-SEM-004,2023-02-12,33166,33058,M4
PLAN-00000528,SKU-SEM-004,2023-02-19,31392,33878,M4
PLAN-00000529,SKU-SEM-004,2023-02-26,33618,31185,M2
PLAN-00000530,SKU-SEM-004,2023-03-05,32017,34054,M2
PLAN-00000531,SKU-SEM-004,2023-03-12,29790,30848,M6
PLAN-00000532,SKU-SEM-004,2023-03-19,33016,32604,M4
PLAN-00000533,SKU-SEM-004,2023-03-26,37481,35122,M2
PLAN-00000534,SKU-SEM-004,2023-04-02,39616,37329,M4
PLAN-00000535,SKU-SEM-004,2023-04-09,37764,37126,M3
PLAN-00000536,SKU-SEM-004,2023-04-16,44442,45790,M4
PLAN-00000537,SKU-SEM-004,2023-04-23,31669,29771,M6
PLAN-00000538,SKU-SEM-004,2023-04-30,30677,30347,M5
PLAN-00000539,SKU-SEM-004,2023-05-07,32023,33034,M2
PLAN-00000540,SKU-SEM-004,2023-05-14,30914,30947,M4
PLAN-00000541,SKU-SEM-004,2023-05-21,32008,34190,M2
PLAN-00000542,SKU-SEM-004,2023-05-28,31043,25266,M1
PLAN-00000543,SKU-SEM-004,2023-06-04,27976,32852,M1
PLAN-00000544,SKU-SEM-004,2023-06-11,25485,27895,M3
PLAN-00000545,SKU-SEM-004,2023-06-18,33341,32814,M3
PLAN-00000546,SKU-SEM-004,2023-06-25,33590,33705,M1
PLAN-00000547,SKU-SEM-004,2023-07-02,34055,33548,M4
PLAN-00000548,SKU-SEM-004,2023-07-09,30326,32458,M3
PLAN-00000549,SKU-SEM-004,2023-07-16,31816,30756,M3
PLAN-00000550,SKU-SEM-004,2023-07-23,33254,36429,M5
PLAN-00000551,SKU-SEM-004,2023-07-30,32352,32556,M1
PLAN-00000552,SKU-SEM-004,2023-08-06,32180,29410,M3
PLAN-00000553,SKU-SEM-004,2023-08-13,35685,39188,M1
PLAN-00000554,SKU-SEM-004,2023-08-20,36260,38261,M4
PLAN-00000555,SKU-SEM-004,2023-08-27,35194,34131,M6
PLAN-00000556,SKU-SEM-004,2023-09-03,33309,32648,M5
PLAN-00000557,SKU-SEM-004,2023-09-10,33930,35451,M6
PLAN-00000558,SKU-SEM-004,2023-09-17,30057,29873,M2
PLAN-00000559,SKU-SEM-004,2023-09-24,29746,34007,M4
PLAN-00000560,SKU-SEM-004,2023-10-01,30039,28312,M2
PLAN-00000561,SKU-SEM-004,2023-10-08,33302,33555,M2
PLAN-00000562,SKU-SEM-004,2023-10-15,29194,23096,M6
PLAN-00000563,SKU-SEM-004,2023-10-22,29143,30068,M3
PLAN-00000564,SKU-SEM-004,2023-10-29,31448,29285,M1
PLAN-00000565,SKU-SEM-004,2023-11-05,32326,30514,M2
PLAN-00000566,SKU-SEM-004,2023-11-12,33102,34999,M1
PLAN-00000567,SKU-SEM-004,2023-11-19,30912,31129,M3
PLAN-00000568,SKU-SEM-004,2023-11-26,28899,33114,M2
PLAN-00000569,SKU-SEM-004,2023-12-03,32116,32340,M1
PLAN-00000570,SKU-SEM-004,2023-12-10,33525,37463,M4
PLAN-00000571,SKU-SEM-004,2023-12-17,29679,31496,M2
PLAN-00000572,SKU-SEM-004,2023-12-24,30017,26390,M1
PLAN-00000573,SKU-SEM-004,2023-12-31,32925,32687,M5
PLAN-00000574,SKU-SEM-004,2024-01-07,32980,32191,M5
PLAN-00000575,SKU-SEM-004,2024-01-14,33822,34159,M5
PLAN-00000576,SKU-SEM-004,2024-01-21,32582,35301,M5
PLAN-00000577,SKU-SEM-004,2024-01-28,30027,28825,M5
PLAN-00000578,SKU-SEM-004,2024-02-04,33682,32080,M2
PLAN-00000579,SKU-SEM-004,2024-02-11,32835,38658,M2
PLAN-00000580,SKU-SEM-004,2024-02-18,31238,32509,M6
PLAN-00000581,SKU-SEM-004,2024-02-25,34852,30273,M4
PLAN-00000582,SKU-SEM-004,2024-03-03,35869,35644,M2
PLAN-00000583,SKU-SEM-004,2024-03-10,43228,44826,M2
PLAN-00000584,SKU-SEM-004,2024-03-17,44341,48862,M3
PLAN-00000585,SKU-SEM-004,2024-03-24,40149,37533,M2
PLAN-00000586,SKU-SEM-004,2024-03-31,42228,45403,M5
PLAN-00000587,SKU-SEM-004,2024-04-07,37088,38099,M2
PLAN-00000588,SKU-SEM-004,2024-04-14,30716,32516,M2
PLAN-00000589,SKU-SEM-004,2024-04-21,32039,33618,M3
PLAN-00000590,SKU-SEM-004,2024-04-28,32928,38062,M3
PLAN-00000591,SKU-SEM-004,2024-05-05,30169,30806,M6
PLAN-00000592,SKU-SEM-004,2024-05-12,33041,28617,M2
PLAN-00000593,SKU-SEM-004,2024-05-19,32011,37303,M5
PLAN-00000594,SKU-SEM-004,2024-05-26,30996,25589,M6
PLAN-00000595,SKU-SEM-004,2024-06-02,30755,31222,M1
PLAN-00000596,SKU-SEM-004,2024-06-09,35303,35083,M4
PLAN-00000597,SKU-SEM-004,2024-06-16,38170,40918,M1
PLAN-00000598,SKU-SEM-004,2024-06-23,39202,42232,M2
PLAN-00000599,SKU-SEM-004,2024-06-30,34711,30543,M2
PLAN-00000600,SKU-SEM-004,2024-07-07,35135,34514,M6
PLAN-00000601,SKU-SEM-004,2024-07-14,33926,29490,M2
PLAN-00000602,SKU-SEM-004,2024-07-21,32028,32934,M1
PLAN-00000603,SKU-SEM-004,2024-07-28,31992,28819,M2
PLAN-00000604,SKU-SEM-004,2024-08-04,33166,32053,M3
PLAN-00000605,SKU-SEM-004,2024-08-11,32546,33197,M2
PLAN-00000606,SKU-SEM-004,2024-08-18,35069,33892,M6
PLAN-00000607,SKU-SEM-004,2024-08-25,36531,30765,M1
PLAN-00000608,SKU-SEM-004,2024-09-01,36633,37988,M1
PLAN-00000609,SKU-SEM-004,2024-09-08,32777,34232,M4
PLAN-00000610,SKU-SEM-004,2024-09-15,35896,42463,M2
PLAN-00000611,SKU-SEM-004,2024-09-22,31840,30866,M2
PLAN-00000612,SKU-SEM-004,2024-09-29,34759,32343,M2
PLAN-00000613,SKU-SEM-004,2024-10-06,33155,36127,M3
PLAN-00000614,SKU-SEM-004,2024-10-13,32727,33944,M5
PLAN-00000615,SKU-SEM-004,2024-10-20,31503,28268,M6
PLAN-00000616,SKU-SEM-004,2024-10-27,31850,33317,M3
PLAN-00000617,SKU-SEM-004,2024-11-03,33503,39622,M3
PLAN-00000618,SKU-SEM-004,2024-11-10,33711,32318,M3
PLAN-00000619,SKU-SEM-004,2024-11-17,31843,30470,M3
PLAN-00000620,SKU-SEM-004,2024-11-24,33375,33121,M1
PLAN-00000621,SKU-SEM-004,2024-12-01,32368,30728,M3
PLAN-00000622,SKU-SEM-004,2024-12-08,36340,42365,M1
PLAN-00000623,SKU-SEM-004,2024-12-15,30036,31151,M2
PLAN-00000624,SKU-SEM-004,2024-12-22,32689,33797,M6
PLAN-00000625,SKU-SEM-004,2024-12-29,29562,30825,M4
PLAN-00000626,SKU-SEM-004,2025-01-05,31389,30667,M3
PLAN-00000627,SKU-SEM-004,2025-01-12,31440,30074,M6
PLAN-00000628,SKU-SEM-004,2025-01-19,32575,31114,M5
PLAN-00000629,SKU-SEM-004,2025-01-26,32279,33896,M5
PLAN-00000630,SKU-SEM-004,2025-02-02,33414,34504,M4
PLAN-00000631,SKU-SEM-004,2025-02-09,34789,36965,M1
PLAN-00000632,SKU-SEM-004,2025-02-16,34711,38354,M3
PLAN-00000633,SKU-SEM-004,2025-02-23,33563,38093,M3
PLAN-00000634,SKU-SEM-004,2025-03-02,42339,42566,M3
PLAN-00000635,SKU-SEM-004,2025-03-09,46468,46537,M5
PLAN-00000636,SKU-SEM-004,2025-03-16,41697,44703,M1
PLAN-00000637,SKU-SEM-004,2025-03-23,42760,45930,M1
PLAN-00000638,SKU-SEM-004,2025-03-30,38604,37887,M3
PLAN-00000639,SKU-SEM-004,2025-04-06,35067,31586,M4
PLAN-00000640,SKU-SEM-004,2025-04-13,33132,32571,M6
PLAN-00000641,SKU-SEM-004,2025-04-20,37025,33987,M2
PLAN-00000642,SKU-SEM-004,2025-04-27,33297,35505,M3
PLAN-00000643,SKU-SEM-004,2025-05-04,32969,32140,M2
PLAN-00000644,SKU-SEM-004,2025-05-11,33164,31479,M5
PLAN-00000645,SKU-SEM-004,2025-05-18,34086,34244,M6
PLAN-00000646,SKU-SEM-004,2025-05-25,32206,30355,M3
PLAN-00000647,SKU-SEM-004,2025-06-01,38234,40510,M3
PLAN-00000648,SKU-SEM-004,2025-06-08,38472,36637,M5
PLAN-00000649,SKU-SEM-004,2025-06-15,30787,28150,M2
PLAN-00000650,SKU-SEM-004,2025-06-22,35256,32014,M1
PLAN-00000651,SKU-SEM-005,2023-01-01,32550,33506,M2
PLAN-00000652,SKU-SEM-005,2023-01-08,31728,29040,M3
PLAN-00000653,SKU-SEM-005,2023-01-15,31793,32650,M3
PLAN-00000654,SKU-SEM-005,2023-01-22,33386,30667,M3
PLAN-00000655,SKU-SEM-005,2023-01-29,36264,37696,M6
PLAN-00000656,SKU-SEM-005,2023-02-05,35665,37726,M2
PLAN-00000657,SKU-SEM-005,2023-02-12,31744,27165,M5
PLAN-00000658,SKU-SEM-005,2023-02-19,33643,28016,M1
PLAN-00000659,SKU-SEM-005,2023-02-26,32449,33047,M4
PLAN-00000660,SKU-SEM-005,2023-03-05,32559,34706,M4
PLAN-00000661,SKU-SEM-005,2023-03-12,32437,34145,M3
PLAN-00000662,SKU-SEM-005,2023-03-19,37493,38056,M3
PLAN-00000663,SKU-SEM-005,2023-03-26,43099,44854,M2
PLAN-00000664,SKU-SEM-005,2023-04-02,48543,48283,M1
PLAN-00000665,SKU-SEM-005,2023-04-09,43846,45460,M3
PLAN-00000666,SKU-SEM-005,2023-04-16,43500,34041,M5
PLAN-00000667,SKU-SEM-005,2023-04-23,33181,35295,M3
PLAN-00000668,SKU-SEM-005,2023-04-30,34284,35123,M1
PLAN-00000669,SKU-SEM-005,2023-05-07,34412,32688,M3
PLAN-00000670,SKU-SEM-005,2023-05-14,34661,34564,M6
PLAN-00000671,SKU-SEM-005,2023-05-21,35193,32384,M4
PLAN-00000672,SKU-SEM-005,2023-05-28,34456,33927,M5
PLAN-00000673,SKU-SEM-005,2023-06-04,35169,32910,M3
PLAN-00000674,SKU-SEM-005,2023-06-11,31743,33076,M6
PLAN-00000675,SKU-SEM-005,2023-06-18,38285,39821,M6
PLAN-00000676,SKU-SEM-005,2023-06-25,36648,42078,M4
PLAN-00000677,SKU-SEM-005,2023-07-02,38801,42715,M6
PLAN-00000678,SKU-SEM-005,2023-07-09,33775,34864,M4
PLAN-00000679,SKU-SEM-005,2023-07-16,32954,33915,M3
PLAN-00000680,SKU-SEM-005,2023-07-23,29738,31963,M3
PLAN-00000681,SKU-SEM-005,2023-07-30,33303,31516,M6
PLAN-00000682,SKU-SEM-005,2023-08-06,30180,32212,M1
PLAN-00000683,SKU-SEM-005,2023-08-13,40589,41808,M3
PLAN-00000684,SKU-SEM-005,2023-08-20,35093,37645,M1
PLAN-00000685,SKU-SEM-005,2023-08-27,34593,36270,M6
PLAN-00000686,SKU-SEM-005,2023-09-03,39438,42770,M4
PLAN-00000687,SKU-SEM-005,2023-09-10,36523,42573,M5
PLAN-00000688,SKU-SEM-005,2023-09-17,31149,32765,M6
PLAN-00000689,SKU-SEM-005,2023-09-24,35080,36038,M3
PLAN-00000690,SKU-SEM-005,2023-10-01,34191,32268,M5
PLAN-00000691,SKU-SEM-005,2023-10-08,36353,36084,M3
PLAN-00000692,SKU-SEM-005,2023-10-15,35248,35929,M2
PLAN-00000693,SKU-SEM-005,2023-10-22,31872,32911,M2
PLAN-00000694,SKU-SEM-005,2023-10-29,32050,32072,M4
PLAN-00000695,SKU-SEM-005,2023-11-05,32160,32717,M4
PLAN-00000696,SKU-SEM-005,2023-11-12,32862,35850,M2
PLAN-00000697,SKU-SEM-005,2023-11-19,31590,27951,M3
PLAN-00000698,SKU-SEM-005,2023-11-26,34197,31967,M2
PLAN-00000699,SKU-SEM-005,2023-12-03,35010,36609,M5
PLAN-00000700,SKU-SEM-005,2023-12-10,33855,34134,M4
PLAN-00000701,SKU-SEM-005,2023-12-17,33106,33172,M6
PLAN-00000702,SKU-SEM-005,2023-12-24,33298,30888,M1
PLAN-00000703,SKU-SEM-005,2023-12-31,35687,30631,M4
PLAN-00000704,SKU-SEM-005,2024-01-07,33928,33672,M5
PLAN-00000705,SKU-SEM-005,2024-01-14,37011,41374,M6
PLAN-00000706,SKU-SEM-005,2024-01-21,33915,32599,M3
PLAN-00000707,SKU-SEM-005,2024-01-28,33755,33377,M3
PLAN-00000708,SKU-SEM-005,2024-02-04,35447,34000,M3
PLAN-00000709,SKU-SEM-005,2024-02-11,30643,33448,M2
PLAN-00000710,SKU-SEM-005,2024-02-18,34598,30766,M6
PLAN-00000711,SKU-SEM-005,2024-02-25,34986,34699,M6
PLAN-00000712,SKU-SEM-005,2024-03-03,35370,42345,M3
PLAN-00000713,SKU-SEM-005,2024-03-10,41336,39100,M5
PLAN-00000714,SKU-SEM-005,2024-03-17,45792,44749,M5
PLAN-00000715,SKU-SEM-005,2024-03-24,46515,43880,M4
PLAN-00000716,SKU-SEM-005,2024-03-31,43102,47696,M5
PLAN-00000717,SKU-SEM-005,2024-04-07,38486,38110,M4
PLAN-00000718,SKU-SEM-005,2024-04-14,34219,41443,M2
PLAN-00000719,SKU-SEM-005,2024-04-21,34578,35924,M3
PLAN-00000720,SKU-SEM-005,2024-04-28,33364,31525,M4
PLAN-00000721,SKU-SEM-005,2024-05-05,35200,35028,M5
PLAN-00000722,SKU-SEM-005,2024-05-12,34521,34743,M3
PLAN-00000723,SKU-SEM-005,2024-05-19,36708,36516,M4
PLAN-00000724,SKU-SEM-005,2024-05-26,34750,35919,M1
PLAN-00000725,SKU-SEM-005,2024-06-02,37003,36523,M1
PLAN-00000726,SKU-SEM-005,2024-06-09,36891,36964,M2
PLAN-00000727,SKU-SEM-005,2024-06-16,34923,33212,M5
PLAN-00000728,SKU-SEM-005,2024-06-23,37840,36640,M3
PLAN-00000729,SKU-SEM-005,2024-06-30,35238,39597,M3
PLAN-00000730,SKU-SEM-005,2024-07-07,34938,37044,M1
PLAN-00000731,SKU-SEM-005,2024-07-14,33715,29574,M6
PLAN-00000732,SKU-SEM-005,2024-07-21,38080,36189,M2
PLAN-00000733,SKU-SEM-005,2024-07-28,35470,34519,M1
PLAN-00000734,SKU-SEM-005,2024-08-04,35860,31960,M6
PLAN-00000735,SKU-SEM-005,2024-08-11,33478,28868,M2
PLAN-00000736,SKU-SEM-005,2024-08-18,38178,39330,M5
PLAN-00000737,SKU-SEM-005,2024-08-25,36415,36611,M6
PLAN-00000738,SKU-SEM-005,2024-09-01,38441,35887,M5
PLAN-00000739,SKU-SEM-005,2024-09-08,38698,39269,M5
PLAN-00000740,SKU-SEM-005,2024-09-15,34038,33561,M1
PLAN-00000741,SKU-SEM-005,2024-09-22,33580,34589,M2
PLAN-00000742,SKU-SEM-005,2024-09-29,33154,31491,M1
PLAN-00000743,SKU-SEM-005,2024-10-06,34868,34845,M2
PLAN-00000744,SKU-SEM-005,2024-10-13,33486,33633,M6
PLAN-00000745,SKU-SEM-005,2024-10-20,33192,32083,M6
PLAN-00000746,SKU-SEM-005,2024-10-27,35826,34862,M6
PLAN-00000747,SKU-SEM-005,2024-11-03,33468,37243,M6
PLAN-00000748,SKU-SEM-005,2024-11-10,34923,29031,M4
PLAN-00000749,SKU-SEM-005,2024-11-17,35749,32246,M2
PLAN-00000750,SKU-SEM-005,2024-11-24,32734,33191,M1
PLAN-00000751,SKU-SEM-005,2024-12-01,38211,37492,M5
PLAN-00000752,SKU-SEM-005,2024-12-08,33004,34635,M3
PLAN-00000753,SKU-SEM-005,2024-12-15,34100,31311,M4
PLAN-00000754,SKU-SEM-005,2024-12-22,39195,40204,M2
PLAN-00000755,SKU-SEM-005,2024-12-29,34620,40082,M3
PLAN-00000756,SKU-SEM-005,2025-01-05,36733,43788,M1
PLAN-00000757,SKU-SEM-005,2025-01-12,34825,36022,M3
PLAN-00000758,SKU-SEM-005,2025-01-19,37004,35556,M4
PLAN-00000759,SKU-SEM-005,2025-01-26,33751,35438,M3
PLAN-00000760,SKU-SEM-005,2025-02-02,36514,36443,M6
PLAN-00000761,SKU-SEM-005,2025-02-09,31462,38036,M2
PLAN-00000762,SKU-SEM-005,2025-02-16,38280,37264,M1
PLAN-00000763,SKU-SEM-005,2025-02-23,36497,36689,M3
PLAN-00000764,SKU-SEM-005,2025-03-02,44818,44541,M5
PLAN-00000765,SKU-SEM-005,2025-03-09,44238,44947,M4
PLAN-00000766,SKU-SEM-005,2025-03-16,46541,47955,M3
PLAN-00000767,SKU-SEM-005,2025-03-23,42320,42353,M2
PLAN-00000768,SKU-SEM-005,2025-03-30,36162,37560,M1
PLAN-00000769,SKU-SEM-005,2025-04-06,34805,34592,M1
PLAN-00000770,SKU-SEM-005,2025-04-13,36453,34770,M4
PLAN-00000771,SKU-SEM-005,2025-04-20,32957,29918,M6
PLAN-00000772,SKU-SEM-005,2025-04-27,34502,33572,M4
PLAN-00000773,SKU-SEM-005,2025-05-04,36770,41115,M3
PLAN-00000774,SKU-SEM-005,2025-05-11,31671,32460,M4
PLAN-00000775,SKU-SEM-005,2025-05-18,35964,34697,M4
PLAN-00000776,SKU-SEM-005,2025-05-25,39038,46966,M4
PLAN-00000777,SKU-SEM-005,2025-06-01,42022,41292,M2
PLAN-00000778,SKU-SEM-005,2025-06-08,40185,45185,M4
PLAN-00000779,SKU-SEM-005,2025-06-15,34667,37468,M4
PLAN-00000780,SKU-SEM-005,2025-06-22,33301,38572,M1
PLAN-00000781,SKU-SEL-006,2023-01-01,40212,41041,M2
PLAN-00000782,SKU-SEL-006,2023-01-08,39485,41763,M5
PLAN-00000783,SKU-SEL-006,2023-01-15,38474,31208,M3
PLAN-00000784,SKU-SEL-006,2023-01-22,40477,38380,M1
PLAN-00000785,SKU-SEL-006,2023-01-29,40378,44319,M1
PLAN-00000786,SKU-SEL-006,2023-02-05,38889,34407,M1
PLAN-00000787,SKU-SEL-006,2023-02-12,40741,40700,M6
PLAN-00000788,SKU-SEL-006,2023-02-19,38805,37334,M6
PLAN-00000789,SKU-SEL-006,2023-02-26,41825,41063,M4
PLAN-00000790,SKU-SEL-006,2023-03-05,34026,34874,M5
PLAN-00000791,SKU-SEL-006,2023-03-12,39311,36950,M4
PLAN-00000792,SKU-SEL-006,2023-03-19,43824,39486,M4
PLAN-00000793,SKU-SEL-006,2023-03-26,43933,43510,M6
PLAN-00000794,SKU-SEL-006,2023-04-02,52018,52553,M5
PLAN-00000795,SKU-SEL-006,2023-04-09,54853,50802,M5
